KEY,Japanese
faq_confirm_sheet.description,FAQページを開きますか？\n※WEBブラウザが立ち上がります

// X確認
twitter_confirm_sheet.title,確認
twitter_confirm_sheet.description,公式X（旧Twitter）のページを開きますか？\n※WEBブラウザが立ち上がります

// 問い合わせ確認
inquiry_confirm_sheet.title,確認
inquiry_confirm_sheet.description,お問い合わせには、お客様のIDが必要になります。\nユーザーIDをコピーしてお問い合わせください。
inquiry_confirm_sheet.user_id,お客様のユーザーID
inquiry_confirm_sheet.copy_button,IDをコピー
inquiry_confirm_sheet.toast.copy,IDをコピーしました
inquiry_confirm_sheet.execute_button,お問い合わせ

// アカウント削除
account_delete.confirm.title,アカウント削除申請
account_delete.confirm.description,■注意事項（※必ずお読みください）\n・ゲームデータは削除され、一切操作できなくなります。\n・現在所持している有償/無償ジュエルは消滅します。\n・バンダイナムコIDによるゲームデータの引き継ぎ設定\n　は解除されます。\n・本機能より削除されたアカウントの復旧はできません。
account_delete.confirm.warning,削除されたアカウントは戻すことができません\n「決定」を選ぶと外部ブラウザを立ち上げ、サポートサイトの依頼窓口に移動します
account_delete.confirm.checkbox_text,確認しました

// ジュエル残高シート
jewel_balance_sheet.title,ジュエル残高確認
jewel_balance_sheet.paid,有償
jewel_balance_sheet.free,無償
jewel_balance_sheet.total,合計
jewel_balance_sheet.count,{0:N0}個
jewel_balance_sheet.description,無償ジュエルから優先的に消費されます。\nまた、有償ジュエルは取得日時の古いジュエルから先に消費されます。

// ジュエル購入制限シート
jewel_buy_limit_sheet.title,年齢別購入限度額
jewel_buy_limit_sheet.description,アプリ専用通貨等の購入には、年齢別に限度額が設定されています。
jewel_buy_limit_sheet.title_1,{0}歳未満
jewel_buy_limit_sheet.title_2,{0}〜{1}歳
jewel_buy_limit_sheet.title_3,{0}歳以上
jewel_buy_limit_sheet.amount_month,1ヶ月
jewel_buy_limit_sheet.amount,{0:N0}円まで
jewel_buy_limit_sheet.amount_unlimited,限度なし

// メンテナンス
maintenance.term.unknown, 未定
maintenance.feature.message, メンテナンス中です
maintenance.button.sns,公式X(旧Twitter)
maintenance.button.inquiry,お問い合わせ
maintenance.release.title,サービス開始準備中
maintenance.release.description,サービス開始までもうしばらくお待ち下さい
maintenance.release.sns,公式X（旧Twitter）
maintenance.release.inquiry_disable,サービス開始後ご利用いただけます

// データ連携
data.common.linkage,連携
data.common.release,連携解除
data.common.update,更新
data.common.migrate,連携
data.common.p_id,プロデューサーID
data.common.p_lv,プロデューサーLv
data.common.p_name,プロデューサー名
data.common.undo.warning,この操作は元に戻せません
data.linkage.first_confirm.title,データ連携
data.linkage.first_confirm.description,	ゲームデータとバンダイナムコIDを連携させることで異なる端末でも引き続き同じデータでゲームをプレイすることができます。\nバンダイナムコIDへログインしデータ連携を行いますか？
data.linkage.first_confirm.warning,現在プレイ中のゲームデータはバンダイナムコIDと連携中です。\nバンダイナムコIDにログインすることで、連携解除や別のバンダイナムコIDとの連携が可能です
data.linkage.success.title,データ連携完了
data.linkage.success.description,データの連携が完了しました
data.linkage.release_other.description,	ログインしたアカウントはすでに以下のゲームデータと\n連携しています。連携を解除し新たに現在プレイ中の\nゲームデータとの連携を行いますか？
data.linkage.release_other.description2,※一つのアカウントに連携可能なゲームデータは１つのみです
data.linkage.release_other.warning,連携を解除するとこのゲームデータは復旧できなくなる\n可能性があります\nこのゲームデータを連携する場合は、タイトル画面から\n「データ連携」を選択してください
data.linkage.link.title,データ連携確認
data.linkage.link.description,連携解除が完了しました。\n新たに現在プレイ中の以下のゲームデータと\nアカウントの連携を行いますか？
data.linkage.update.title,データ連携ID更新
data.linkage.update.description,現在プレイ中のデータはログインしたものとは別の\nバンダイナムコIDと連携されています。連携を解除\nし、新たにログインしたアカウントと以下のゲーム\nデータの連携を行いますか？
data.release.title,データ連携解除確認
data.release.description,現在プレイ中のデータはすでにログインしたバンダイ\nナムコIDと連携されています。連携を解除しますか？
data.release.description2,※別のゲームデータと連携させるには\n　現在のデータ連携を解除する必要があります
data.release.success.title,データ連携解除完了
data.release.success.description,連携解除が完了しました。
data.migrate.start.title,データ連携
data.migrate.start.description,すでに学園アイドルマスターをプレイしているアカウントがある場合は連携を選択してください。
data.migrate.start.warning,※有償ジュエルは異なるOSに連携することはできません。購入したOSでのみ使用することが可能です。\n※無償ジュエルは異なるOSに連携することが可能です。
data.migrate.no_link.title,連携データなし
data.migrate.no_link.description,ログインしたアカウントと連携済みの\nゲームデータが存在しません。\n\nアカウントの連携はゲーム内メニューの\n「データ連携」から行ってください。
data.migrate.same_user.title,データ連携済み
data.migrate.same_user.description,ログインしたアカウントは現在プレイ中のゲームデータと連携済みです
data.migrate.confirm.title,データ連携確認
data.migrate.confirm.description,ログインしたアカウントとは以下のゲームデータが\n連携しています。\nこのゲームデータと連携しますか？
data.migrate.last_confirm.description,現在プレイしている以下のデータは上書きされ\n復旧できなくなります。よろしいですか？
data.migrate.last_confirm.warning,※有償ジュエルは異なるOSに連携することはでき\nません。購入したOSでのみ使用することが可能で\nす。\n※無償ジュエルは異なるOSに連携することが可能\nです。
